,User ID,Subscription Type,Join Date,Last Payment Date,Country,Region Code,Age,나이대,연령대,Gender,Device,Subscription Cost,Total Library Size,No. of TV Shows,No. of Movies
608,609,Standard,2022-07-03,2023-06-29,Canada,UCAN,50,50대 이상,장년층,Female,Smartphone,11.87,6239,4311,1928
609,610,Premium,2022-07-05,2023-06-29,United States,UCAN,28,20대,청년층,Female,Tablet,17.99,5818,3826,1992
610,611,Basic,2022-07-11,2023-06-28,United States,UCAN,29,20대,청년층,Female,Smartphone,8.99,5818,3826,1992
611,612,Premium,2022-07-17,2023-06-27,Canada,UCAN,36,30대,중년층,Male,Smart TV,15.03,6239,4311,1928
612,613,Standard,2022-07-27,2023-06-28,United Kingdom,EMEA,51,50대 이상,장년층,Male,Laptop,13.2,6643,4551,2092
613,614,Basic,2022-08-14,2023-06-28,Australia,APAC,51,50대 이상,장년층,Male,Smartphone,7.84,6114,4050,2064
614,615,Standard,2022-08-15,2023-06-27,Germany,EMEA,43,40대,중년층,Male,Smart TV,14.67,5668,3814,1854
615,616,Premium,2022-09-02,2023-06-27,France,EMEA,38,30대,중년층,Female,Laptop,20.32,5445,3604,1841
616,617,Basic,2022-09-05,2023-06-28,Brazil,LATM,45,40대,중년층,Female,Smartphone,4.61,4972,3162,1810
617,618,Standard,2022-09-06,2023-06-28,Mexico,LATM,28,20대,청년층,Female,Smart TV,10.43,4993,3158,1835
618,619,Premium,2022-09-06,2023-06-29,Spain,EMEA,27,20대,청년층,Male,Smartphone,20.32,5229,3536,1693
619,620,Basic,2022-09-05,2023-06-27,Italy,EMEA,41,40대,중년층,Female,Smartphone,9.03,5183,3545,1638
620,621,Premium,2022-09-06,2023-06-29,Spain,EMEA,49,40대,중년층,Male,Smart TV,20.32,5229,3536,1693
621,622,Basic,2022-08-29,2023-06-28,Spain,EMEA,35,30대,중년층,Male,Smartphone,9.03,5229,3536,1693
622,623,Standard,2022-08-30,2023-06-28,United States,UCAN,29,20대,청년층,Female,Smart TV,13.99,5818,3826,1992
623,624,Standard,2022-09-02,2023-06-30,Canada,UCAN,42,40대,중년층,Male,Smartphone,11.87,6239,4311,1928
624,625,Basic,2022-09-20,2023-06-28,United States,UCAN,33,30대,청년층,Male,Tablet,8.99,5818,3826,1992
625,626,Premium,2022-09-23,2023-06-30,United States,UCAN,30,30대,청년층,Male,Laptop,17.99,5818,3826,1992
626,627,Basic,2022-09-29,2023-06-29,Canada,UCAN,43,40대,중년층,Female,Smart TV,7.91,6239,4311,1928
627,628,Standard,2022-10-09,2023-07-01,United Kingdom,EMEA,42,40대,중년층,Male,Smartphone,13.2,6643,4551,2092
628,629,Premium,2022-10-12,2023-06-29,Australia,APAC,39,30대,중년층,Male,Tablet,16.39,6114,4050,2064
629,630,Basic,2022-10-06,2023-06-30,Germany,EMEA,32,30대,청년층,Female,Smart TV,9.03,5668,3814,1854
630,631,Premium,2022-09-21,2023-06-28,France,EMEA,31,30대,청년층,Male,Smartphone,20.32,5445,3604,1841
631,632,Basic,2022-09-23,2023-07-01,Brazil,LATM,39,30대,중년층,Male,Smartphone,4.61,4972,3162,1810
632,633,Standard,2022-09-28,2023-06-29,Mexico,LATM,41,40대,중년층,Female,Smartphone,10.43,4993,3158,1835
633,634,Standard,2022-09-29,2023-06-29,Spain,EMEA,51,50대 이상,장년층,Female,Smart TV,14.67,5229,3536,1693
634,635,Basic,2022-10-03,2023-06-27,Italy,EMEA,29,20대,청년층,Male,Laptop,9.03,5183,3545,1638
635,636,Premium,2022-10-28,2023-07-01,Spain,EMEA,33,30대,청년층,Female,Smart TV,20.32,5229,3536,1693
636,637,Basic,2022-11-14,2023-06-29,Spain,EMEA,51,50대 이상,장년층,Female,Tablet,9.03,5229,3536,1693
637,638,Standard,2022-11-16,2023-07-01,United States,UCAN,38,30대,중년층,Male,Tablet,13.99,5818,3826,1992
638,639,Premium,2022-11-17,2023-06-28,Canada,UCAN,37,30대,중년층,Female,Laptop,15.03,6239,4311,1928
639,640,Basic,2022-11-20,2023-06-30,United States,UCAN,50,50대 이상,장년층,Female,Laptop,8.99,5818,3826,1992
640,641,Premium,2022-11-21,2023-06-29,United States,UCAN,33,30대,청년층,Male,Tablet,17.99,5818,3826,1992
641,642,Basic,2022-11-19,2023-07-01,Canada,UCAN,27,20대,청년층,Male,Laptop,7.91,6239,4311,1928
642,643,Standard,2022-10-28,2023-06-27,United Kingdom,EMEA,50,50대 이상,장년층,Female,Smartphone,13.2,6643,4551,2092
643,644,Standard,2022-10-27,2023-06-29,Australia,APAC,47,40대,중년층,Female,Laptop,12.12,6114,4050,2064
644,645,Basic,2022-10-27,2023-06-29,Germany,EMEA,41,40대,중년층,Male,Laptop,9.03,5668,3814,1854
645,646,Premium,2022-10-27,2023-06-30,France,EMEA,49,40대,중년층,Female,Laptop,20.32,5445,3604,1841
646,647,Basic,2022-10-25,2023-06-28,Brazil,LATM,32,30대,청년층,Male,Smart TV,4.61,4972,3162,1810
647,648,Standard,2022-10-17,2023-06-28,Mexico,LATM,38,30대,중년층,Female,Smartphone,10.43,4993,3158,1835
648,649,Premium,2022-08-20,2023-06-29,Spain,EMEA,38,30대,중년층,Female,Smartphone,20.32,5229,3536,1693
649,650,Basic,2022-08-16,2023-06-29,Italy,EMEA,28,20대,청년층,Female,Smart TV,9.03,5183,3545,1638
650,651,Premium,2022-08-15,2023-06-29,Spain,EMEA,31,30대,청년층,Male,Tablet,20.32,5229,3536,1693
651,652,Basic,2022-08-15,2023-06-29,Spain,EMEA,39,30대,중년층,Female,Smartphone,9.03,5229,3536,1693
652,653,Standard,2022-07-29,2023-06-29,United States,UCAN,28,20대,청년층,Female,Smartphone,13.99,5818,3826,1992
653,654,Standard,2022-07-17,2023-06-28,Canada,UCAN,30,30대,청년층,Female,Smartphone,11.87,6239,4311,1928
654,655,Basic,2022-07-26,2023-06-29,United States,UCAN,42,40대,중년층,Male,Tablet,8.99,5818,3826,1992
655,656,Premium,2022-07-31,2023-06-29,United States,UCAN,33,30대,청년층,Female,Laptop,17.99,5818,3826,1992
656,657,Basic,2022-08-03,2023-06-29,Canada,UCAN,34,30대,청년층,Female,Smart TV,7.91,6239,4311,1928
657,658,Standard,2022-08-04,2023-06-29,United Kingdom,EMEA,49,40대,중년층,Female,Smart TV,13.2,6643,4551,2092
658,659,Premium,2022-08-03,2023-06-29,Australia,APAC,41,40대,중년층,Male,Laptop,16.39,6114,4050,2064
659,660,Basic,2022-06-27,2023-06-29,Germany,EMEA,28,20대,청년층,Male,Smart TV,9.03,5668,3814,1854
660,661,Premium,2022-06-27,2023-06-28,France,EMEA,49,40대,중년층,Female,Laptop,20.32,5445,3604,1841
661,662,Basic,2022-06-15,2023-06-29,Brazil,LATM,49,40대,중년층,Male,Tablet,4.61,4972,3162,1810
662,663,Standard,2022-06-13,2023-06-29,Mexico,LATM,36,30대,중년층,Male,Tablet,10.43,4993,3158,1835
663,664,Standard,2022-06-12,2023-06-30,Spain,EMEA,31,30대,청년층,Male,Smart TV,14.67,5229,3536,1693
664,665,Basic,2022-06-18,2023-06-28,Italy,EMEA,38,30대,중년층,Male,Smartphone,9.03,5183,3545,1638
665,666,Premium,2022-06-26,2023-06-29,Spain,EMEA,34,30대,청년층,Female,Tablet,20.32,5229,3536,1693
666,667,Basic,2022-06-30,2023-06-30,Spain,EMEA,51,50대 이상,장년층,Female,Smartphone,9.03,5229,3536,1693
667,668,Standard,2022-07-03,2023-06-30,United States,UCAN,49,40대,중년층,Male,Smart TV,13.99,5818,3826,1992
668,669,Premium,2022-06-19,2023-06-28,Canada,UCAN,27,20대,청년층,Female,Tablet,15.03,6239,4311,1928
669,670,Basic,2022-06-08,2023-06-29,United States,UCAN,38,30대,중년층,Male,Smart TV,8.99,5818,3826,1992
670,671,Basic,2022-06-08,2023-06-30,United States,UCAN,51,50대 이상,장년층,Male,Tablet,8.99,5818,3826,1992
671,672,Basic,2022-06-09,2023-06-30,Canada,UCAN,47,40대,중년층,Female,Tablet,7.91,6239,4311,1928
672,673,Standard,2022-06-09,2023-06-27,United Kingdom,EMEA,37,30대,중년층,Male,Smartphone,13.2,6643,4551,2092
673,674,Premium,2022-06-10,2023-06-28,Australia,APAC,37,30대,중년층,Female,Laptop,16.39,6114,4050,2064
674,675,Basic,2022-06-11,2023-06-29,Germany,EMEA,39,30대,중년층,Female,Tablet,9.03,5668,3814,1854
675,676,Basic,2022-06-13,2023-06-29,France,EMEA,31,30대,청년층,Male,Smartphone,10.16,5445,3604,1841
676,677,Premium,2022-06-17,2023-06-28,Brazil,LATM,36,30대,중년층,Male,Smart TV,9.96,4972,3162,1810
677,678,Standard,2022-06-27,2023-06-28,Mexico,LATM,42,40대,중년층,Female,Smart TV,10.43,4993,3158,1835
678,679,Standard,2022-07-05,2023-06-29,Spain,EMEA,49,40대,중년층,Male,Laptop,14.67,5229,3536,1693
679,680,Basic,2022-07-07,2023-06-29,Italy,EMEA,44,40대,중년층,Female,Laptop,9.03,5183,3545,1638
680,681,Premium,2022-07-16,2023-06-28,Spain,EMEA,33,30대,청년층,Male,Laptop,20.32,5229,3536,1693
681,682,Standard,2022-07-23,2023-06-27,Spain,EMEA,42,40대,중년층,Male,Tablet,14.67,5229,3536,1693
682,683,Basic,2022-08-03,2023-06-29,United States,UCAN,39,30대,중년층,Male,Smartphone,8.99,5818,3826,1992
683,684,Standard,2022-08-11,2023-06-29,Canada,UCAN,49,40대,중년층,Male,Smartphone,11.87,6239,4311,1928
684,685,Premium,2022-08-15,2023-06-30,United States,UCAN,31,30대,청년층,Male,Smartphone,17.99,5818,3826,1992
685,686,Basic,2022-08-18,2023-06-28,United States,UCAN,37,30대,중년층,Male,Tablet,8.99,5818,3826,1992
686,687,Premium,2022-08-26,2023-06-29,Canada,UCAN,30,30대,청년층,Female,Tablet,15.03,6239,4311,1928
687,688,Standard,2022-09-03,2023-06-28,United Kingdom,EMEA,42,40대,중년층,Male,Smartphone,13.2,6643,4551,2092
688,689,Basic,2022-09-04,2023-06-29,Australia,APAC,37,30대,중년층,Female,Smart TV,7.84,6114,4050,2064
689,690,Standard,2022-09-05,2023-06-30,Germany,EMEA,36,30대,중년층,Male,Laptop,14.67,5668,3814,1854
690,691,Premium,2022-09-01,2023-06-29,France,EMEA,28,20대,청년층,Female,Laptop,20.32,5445,3604,1841
691,692,Basic,2022-08-31,2023-06-30,Brazil,LATM,36,30대,중년층,Male,Tablet,4.61,4972,3162,1810
692,693,Standard,2022-09-01,2023-06-29,Mexico,LATM,31,30대,청년층,Female,Tablet,10.43,4993,3158,1835
693,694,Premium,2022-09-17,2023-07-01,Spain,EMEA,46,40대,중년층,Male,Smart TV,20.32,5229,3536,1693
694,695,Basic,2022-09-21,2023-06-28,Italy,EMEA,28,20대,청년층,Male,Laptop,9.03,5183,3545,1638
695,696,Premium,2022-09-29,2023-07-01,Spain,EMEA,31,30대,청년층,Male,Tablet,20.32,5229,3536,1693
696,697,Basic,2022-10-06,2023-06-29,Spain,EMEA,43,40대,중년층,Male,Smart TV,9.03,5229,3536,1693
697,698,Standard,2022-10-12,2023-07-02,United States,UCAN,28,20대,청년층,Male,Laptop,13.99,5818,3826,1992
698,699,Standard,2022-10-07,2023-06-30,Canada,UCAN,32,30대,청년층,Female,Smartphone,11.87,6239,4311,1928
699,700,Basic,2022-10-04,2023-06-30,United States,UCAN,31,30대,청년층,Female,Laptop,8.99,5818,3826,1992
700,701,Premium,2022-09-24,2023-06-28,United States,UCAN,45,40대,중년층,Male,Smart TV,17.99,5818,3826,1992
701,702,Basic,2022-09-25,2023-07-01,Canada,UCAN,36,30대,중년층,Male,Smartphone,7.91,6239,4311,1928
702,703,Standard,2022-09-27,2023-06-30,United Kingdom,EMEA,35,30대,중년층,Male,Laptop,13.2,6643,4551,2092
703,704,Premium,2022-09-30,2023-07-01,Australia,APAC,27,20대,청년층,Female,Tablet,16.39,6114,4050,2064
704,705,Basic,2022-10-04,2023-06-28,Germany,EMEA,32,30대,청년층,Male,Laptop,9.03,5668,3814,1854
705,706,Premium,2022-10-24,2023-07-01,France,EMEA,46,40대,중년층,Female,Smartphone,20.32,5445,3604,1841
706,707,Basic,2022-10-28,2023-06-30,Brazil,LATM,36,30대,중년층,Male,Smart TV,4.61,4972,3162,1810
707,708,Standard,2022-11-02,2023-07-01,Mexico,LATM,39,30대,중년층,Male,Laptop,10.43,4993,3158,1835
708,709,Standard,2022-11-07,2023-06-28,Spain,EMEA,48,40대,중년층,Female,Smart TV,14.67,5229,3536,1693
709,710,Basic,2022-11-10,2023-06-30,Italy,EMEA,48,40대,중년층,Female,Smart TV,9.03,5183,3545,1638
710,711,Premium,2022-11-15,2023-06-29,Spain,EMEA,27,20대,청년층,Female,Laptop,20.32,5229,3536,1693
711,712,Basic,2022-11-08,2023-07-01,Spain,EMEA,45,40대,중년층,Male,Tablet,9.03,5229,3536,1693
712,713,Standard,2022-11-01,2023-06-27,United States,UCAN,30,30대,청년층,Male,Laptop,13.99,5818,3826,1992
713,714,Premium,2022-10-30,2023-06-29,Canada,UCAN,29,20대,청년층,Male,Tablet,15.03,6239,4311,1928
714,715,Basic,2022-10-28,2023-06-29,United States,UCAN,43,40대,중년층,Female,Laptop,8.99,5818,3826,1992
715,716,Premium,2022-10-26,2023-06-30,United States,UCAN,43,40대,중년층,Male,Laptop,17.99,5818,3826,1992
716,717,Basic,2022-10-18,2023-06-29,Canada,UCAN,39,30대,중년층,Female,Tablet,7.91,6239,4311,1928
717,718,Standard,2022-09-30,2023-06-30,United Kingdom,EMEA,27,20대,청년층,Male,Tablet,13.2,6643,4551,2092
718,719,Standard,2022-09-03,2023-06-29,Australia,APAC,33,30대,청년층,Female,Tablet,12.12,6114,4050,2064
719,720,Basic,2022-08-23,2023-06-29,Germany,EMEA,32,30대,청년층,Female,Tablet,9.03,5668,3814,1854
720,721,Premium,2022-08-16,2023-06-29,France,EMEA,37,30대,중년층,Female,Tablet,20.32,5445,3604,1841
721,722,Basic,2022-08-11,2023-06-30,Brazil,LATM,45,40대,중년층,Male,Smartphone,4.61,4972,3162,1810
722,723,Standard,2022-08-01,2023-06-30,Mexico,LATM,40,40대,중년층,Female,Smartphone,10.43,4993,3158,1835
723,724,Premium,2022-08-01,2023-06-29,Spain,EMEA,44,40대,중년층,Male,Laptop,20.32,5229,3536,1693
724,725,Basic,2022-08-01,2023-06-29,Italy,EMEA,29,20대,청년층,Female,Tablet,9.03,5183,3545,1638
725,726,Premium,2022-08-02,2023-06-30,Spain,EMEA,50,50대 이상,장년층,Male,Laptop,20.32,5229,3536,1693
726,727,Basic,2022-08-04,2023-06-29,Spain,EMEA,32,30대,청년층,Female,Laptop,9.03,5229,3536,1693
727,728,Standard,2022-08-04,2023-06-29,United States,UCAN,39,30대,중년층,Male,Laptop,13.99,5818,3826,1992
728,729,Standard,2022-07-07,2023-06-30,Canada,UCAN,43,40대,중년층,Female,Smartphone,11.87,6239,4311,1928
729,730,Basic,2022-06-27,2023-06-30,United States,UCAN,49,40대,중년층,Female,Smartphone,8.99,5818,3826,1992
730,731,Premium,2022-06-19,2023-06-29,United States,UCAN,30,30대,청년층,Male,Tablet,17.99,5818,3826,1992
731,732,Basic,2022-06-19,2023-06-29,Canada,UCAN,47,40대,중년층,Male,Tablet,7.91,6239,4311,1928
732,733,Standard,2022-06-18,2023-06-29,United Kingdom,EMEA,51,50대 이상,장년층,Female,Laptop,13.2,6643,4551,2092
733,734,Premium,2022-06-19,2023-06-30,Australia,APAC,40,40대,중년층,Male,Tablet,16.39,6114,4050,2064
734,735,Basic,2022-06-24,2023-06-28,Germany,EMEA,40,40대,중년층,Male,Laptop,9.03,5668,3814,1854
735,736,Premium,2022-06-30,2023-06-30,France,EMEA,49,40대,중년층,Male,Smartphone,20.32,5445,3604,1841
736,737,Basic,2022-07-02,2023-06-30,Brazil,LATM,43,40대,중년층,Female,Tablet,4.61,4972,3162,1810
737,738,Standard,2022-06-26,2023-07-01,Mexico,LATM,44,40대,중년층,Female,Smartphone,10.43,4993,3158,1835
738,739,Standard,2022-06-21,2023-06-28,Spain,EMEA,27,20대,청년층,Male,Smartphone,14.67,5229,3536,1693
739,740,Basic,2022-06-16,2023-06-29,Italy,EMEA,30,30대,청년층,Male,Tablet,9.03,5183,3545,1638
740,741,Premium,2022-06-09,2023-06-30,Spain,EMEA,47,40대,중년층,Male,Smart TV,20.32,5229,3536,1693
741,742,Basic,2022-06-10,2023-06-30,Spain,EMEA,51,50대 이상,장년층,Male,Smartphone,9.03,5229,3536,1693
742,743,Standard,2022-06-10,2023-06-28,United States,UCAN,31,30대,청년층,Female,Laptop,13.99,5818,3826,1992
743,744,Premium,2022-06-11,2023-06-29,Canada,UCAN,34,30대,청년층,Female,Tablet,15.03,6239,4311,1928
744,745,Basic,2022-06-12,2023-06-30,United States,UCAN,28,20대,청년층,Female,Laptop,8.99,5818,3826,1992
745,746,Basic,2022-06-15,2023-06-30,United States,UCAN,32,30대,청년층,Male,Smartphone,8.99,5818,3826,1992
746,747,Basic,2022-06-25,2023-06-29,Canada,UCAN,41,40대,중년층,Male,Smart TV,7.91,6239,4311,1928
747,748,Standard,2022-06-30,2023-06-28,United Kingdom,EMEA,40,40대,중년층,Male,Smart TV,13.2,6643,4551,2092
748,749,Premium,2022-07-06,2023-06-30,Australia,APAC,46,40대,중년층,Male,Smart TV,16.39,6114,4050,2064
749,750,Basic,2022-07-09,2023-06-29,Germany,EMEA,47,40대,중년층,Male,Smart TV,9.03,5668,3814,1854
750,751,Basic,2022-07-18,2023-06-29,France,EMEA,45,40대,중년층,Female,Laptop,10.16,5445,3604,1841
751,752,Premium,2022-07-24,2023-06-28,Brazil,LATM,28,20대,청년층,Female,Smartphone,9.96,4972,3162,1810
752,753,Standard,2022-07-27,2023-06-30,Mexico,LATM,43,40대,중년층,Female,Smartphone,10.43,4993,3158,1835
753,754,Standard,2022-08-10,2023-06-29,Spain,EMEA,41,40대,중년층,Male,Laptop,14.67,5229,3536,1693
754,755,Basic,2022-08-16,2023-06-30,Italy,EMEA,32,30대,청년층,Male,Tablet,9.03,5183,3545,1638
755,756,Premium,2022-08-23,2023-06-29,Spain,EMEA,44,40대,중년층,Female,Smartphone,20.32,5229,3536,1693
756,757,Standard,2022-09-03,2023-06-30,Spain,EMEA,32,30대,청년층,Male,Laptop,14.67,5229,3536,1693
757,758,Basic,2022-09-04,2023-06-29,United States,UCAN,47,40대,중년층,Male,Laptop,8.99,5818,3826,1992
758,759,Standard,2022-09-05,2023-06-29,Canada,UCAN,37,30대,중년층,Male,Smart TV,11.87,6239,4311,1928
759,760,Premium,2022-09-04,2023-07-01,United States,UCAN,40,40대,중년층,Female,Smartphone,17.99,5818,3826,1992
760,761,Basic,2022-08-31,2023-06-29,United States,UCAN,48,40대,중년층,Female,Smart TV,8.99,5818,3826,1992
761,762,Premium,2022-09-01,2023-07-02,Canada,UCAN,48,40대,중년층,Male,Laptop,15.03,6239,4311,1928
762,763,Standard,2022-09-15,2023-06-29,United Kingdom,EMEA,35,30대,중년층,Male,Laptop,13.2,6643,4551,2092
763,764,Basic,2022-09-18,2023-07-03,Australia,APAC,28,20대,청년층,Male,Smart TV,7.84,6114,4050,2064
764,765,Standard,2022-09-28,2023-06-29,Germany,EMEA,35,30대,중년층,Female,Smart TV,14.67,5668,3814,1854
765,766,Premium,2022-09-30,2023-07-01,France,EMEA,43,40대,중년층,Male,Smartphone,20.32,5445,3604,1841
766,767,Basic,2022-10-07,2023-06-29,Brazil,LATM,39,30대,중년층,Male,Laptop,4.61,4972,3162,1810
767,768,Standard,2022-10-08,2023-07-02,Mexico,LATM,38,30대,중년층,Female,Laptop,10.43,4993,3158,1835
768,769,Premium,2022-10-08,2023-06-30,Spain,EMEA,36,30대,중년층,Female,Smart TV,20.32,5229,3536,1693
769,770,Basic,2022-10-03,2023-07-01,Italy,EMEA,42,40대,중년층,Female,Laptop,9.03,5183,3545,1638
770,771,Premium,2022-10-04,2023-06-28,Spain,EMEA,27,20대,청년층,Male,Tablet,20.32,5229,3536,1693
771,772,Basic,2022-10-02,2023-07-01,Spain,EMEA,48,40대,중년층,Male,Laptop,9.03,5229,3536,1693
772,773,Standard,2022-10-01,2023-06-30,United States,UCAN,27,20대,청년층,Female,Smart TV,13.99,5818,3826,1992
773,774,Standard,2022-10-03,2023-07-02,Canada,UCAN,49,40대,중년층,Male,Smartphone,11.87,6239,4311,1928
774,775,Basic,2022-10-20,2023-06-28,United States,UCAN,29,20대,청년층,Male,Tablet,8.99,5818,3826,1992
775,776,Premium,2022-10-21,2023-07-01,United States,UCAN,44,40대,중년층,Male,Laptop,17.99,5818,3826,1992
776,777,Basic,2022-10-28,2023-06-30,Canada,UCAN,31,30대,청년층,Male,Smartphone,7.91,6239,4311,1928
777,778,Standard,2022-11-03,2023-07-01,United Kingdom,EMEA,33,30대,청년층,Male,Tablet,13.2,6643,4551,2092
778,779,Premium,2022-11-07,2023-06-28,Australia,APAC,36,30대,중년층,Female,Smart TV,16.39,6114,4050,2064
779,780,Basic,2022-11-12,2023-06-30,Germany,EMEA,43,40대,중년층,Female,Laptop,9.03,5668,3814,1854
780,781,Premium,2022-11-13,2023-06-29,France,EMEA,30,30대,청년층,Female,Smartphone,20.32,5445,3604,1841
781,782,Basic,2022-11-02,2023-07-01,Brazil,LATM,44,40대,중년층,Female,Laptop,4.61,4972,3162,1810
782,783,Standard,2022-11-01,2023-06-29,Mexico,LATM,37,30대,중년층,Female,Laptop,10.43,4993,3158,1835
783,784,Standard,2022-10-31,2023-06-30,Spain,EMEA,27,20대,청년층,Male,Laptop,14.67,5229,3536,1693
784,785,Basic,2022-10-28,2023-06-29,Italy,EMEA,35,30대,중년층,Female,Laptop,9.03,5183,3545,1638
785,786,Premium,2022-10-24,2023-06-30,Spain,EMEA,32,30대,청년층,Male,Smart TV,20.32,5229,3536,1693
786,787,Basic,2022-10-03,2023-06-29,Spain,EMEA,49,40대,중년층,Female,Laptop,9.03,5229,3536,1693
787,788,Standard,2022-09-13,2023-06-30,United States,UCAN,45,40대,중년층,Female,Tablet,13.99,5818,3826,1992
788,789,Premium,2022-09-02,2023-06-30,Canada,UCAN,33,30대,청년층,Female,Smartphone,15.03,6239,4311,1928
789,790,Basic,2022-08-30,2023-06-30,United States,UCAN,37,30대,중년층,Female,Smartphone,8.99,5818,3826,1992
790,791,Premium,2022-08-25,2023-06-30,United States,UCAN,29,20대,청년층,Male,Smartphone,17.99,5818,3826,1992
791,792,Basic,2022-08-11,2023-06-30,Canada,UCAN,45,40대,중년층,Male,Smart TV,7.91,6239,4311,1928
792,793,Standard,2022-08-05,2023-06-30,United Kingdom,EMEA,42,40대,중년층,Female,Smartphone,13.2,6643,4551,2092
793,794,Standard,2022-08-02,2023-06-30,Australia,APAC,32,30대,청년층,Female,Smart TV,12.12,6114,4050,2064
794,795,Basic,2022-08-03,2023-07-01,Germany,EMEA,47,40대,중년층,Male,Smartphone,9.03,5668,3814,1854
795,796,Premium,2022-08-04,2023-07-01,France,EMEA,27,20대,청년층,Male,Smart TV,20.32,5445,3604,1841
796,797,Basic,2022-08-05,2023-06-30,Brazil,LATM,35,30대,중년층,Male,Tablet,4.61,4972,3162,1810
797,798,Standard,2022-07-12,2023-06-30,Mexico,LATM,35,30대,중년층,Male,Laptop,10.43,4993,3158,1835
798,799,Premium,2022-07-02,2023-06-30,Spain,EMEA,48,40대,중년층,Male,Tablet,20.32,5229,3536,1693
799,800,Basic,2022-06-26,2023-06-30,Italy,EMEA,36,30대,중년층,Male,Smartphone,9.03,5183,3545,1638
800,801,Premium,2022-06-22,2023-06-29,Spain,EMEA,46,40대,중년층,Male,Smartphone,20.32,5229,3536,1693
801,802,Basic,2022-06-22,2023-06-30,Spain,EMEA,33,30대,청년층,Female,Smartphone,9.03,5229,3536,1693
802,803,Standard,2022-06-19,2023-07-01,United States,UCAN,43,40대,중년층,Male,Smart TV,13.99,5818,3826,1992
803,804,Standard,2022-06-22,2023-07-02,Canada,UCAN,47,40대,중년층,Female,Smartphone,11.87,6239,4311,1928
804,805,Basic,2022-06-27,2023-06-28,United States,UCAN,39,30대,중년층,Female,Laptop,8.99,5818,3826,1992
805,806,Premium,2022-07-01,2023-06-30,United States,UCAN,30,30대,청년층,Female,Laptop,17.99,5818,3826,1992
806,807,Basic,2022-06-28,2023-06-30,Canada,UCAN,46,40대,중년층,Male,Tablet,7.91,6239,4311,1928
807,808,Standard,2022-06-25,2023-07-01,United Kingdom,EMEA,39,30대,중년층,Male,Smart TV,13.2,6643,4551,2092
808,809,Premium,2022-06-22,2023-06-28,Australia,APAC,28,20대,청년층,Male,Smartphone,16.39,6114,4050,2064
809,810,Basic,2022-06-09,2023-06-29,Germany,EMEA,38,30대,중년층,Male,Smartphone,9.03,5668,3814,1854
810,811,Premium,2022-06-10,2023-06-30,France,EMEA,36,30대,중년층,Male,Laptop,20.32,5445,3604,1841
811,812,Basic,2022-06-11,2023-07-01,Brazil,LATM,33,30대,청년층,Male,Laptop,4.61,4972,3162,1810
812,813,Standard,2022-06-11,2023-06-28,Mexico,LATM,50,50대 이상,장년층,Male,Smartphone,10.43,4993,3158,1835
813,814,Standard,2022-06-12,2023-06-29,Spain,EMEA,38,30대,중년층,Male,Smartphone,14.67,5229,3536,1693
814,815,Basic,2022-06-13,2023-06-30,Italy,EMEA,29,20대,청년층,Male,Smartphone,9.03,5183,3545,1638
815,816,Premium,2022-06-18,2023-06-30,Spain,EMEA,47,40대,중년층,Female,Smart TV,20.32,5229,3536,1693
816,817,Basic,2022-06-29,2023-06-30,Spain,EMEA,31,30대,청년층,Female,Tablet,9.03,5229,3536,1693
817,818,Standard,2022-06-30,2023-06-28,United States,UCAN,40,40대,중년층,Male,Tablet,13.99,5818,3826,1992
818,819,Premium,2022-07-01,2023-07-01,Canada,UCAN,50,50대 이상,장년층,Male,Laptop,15.03,6239,4311,1928
819,820,Basic,2022-07-07,2023-06-30,United States,UCAN,43,40대,중년층,Female,Tablet,8.99,5818,3826,1992
820,821,Basic,2022-07-13,2023-06-29,United States,UCAN,35,30대,중년층,Female,Laptop,8.99,5818,3826,1992
821,822,Basic,2022-07-24,2023-06-29,Canada,UCAN,36,30대,중년층,Male,Laptop,7.91,6239,4311,1928
822,823,Standard,2022-07-29,2023-06-30,United Kingdom,EMEA,30,30대,청년층,Male,Smartphone,13.2,6643,4551,2092
823,824,Premium,2022-07-31,2023-06-30,Australia,APAC,47,40대,중년층,Female,Smartphone,16.39,6114,4050,2064
824,825,Basic,2022-08-09,2023-06-30,Germany,EMEA,30,30대,청년층,Female,Laptop,9.03,5668,3814,1854
825,826,Basic,2022-08-18,2023-07-01,France,EMEA,37,30대,중년층,Male,Smart TV,10.16,5445,3604,1841
826,827,Premium,2022-08-20,2023-06-30,Brazil,LATM,34,30대,청년층,Male,Smartphone,9.96,4972,3162,1810
827,828,Standard,2022-08-30,2023-06-30,Mexico,LATM,33,30대,청년층,Female,Smart TV,10.43,4993,3158,1835
828,829,Standard,2022-09-01,2023-06-29,Spain,EMEA,31,30대,청년층,Male,Tablet,14.67,5229,3536,1693
829,830,Basic,2022-09-02,2023-07-03,Italy,EMEA,30,30대,청년층,Female,Smartphone,9.03,5183,3545,1638
830,831,Premium,2022-09-02,2023-06-29,Spain,EMEA,35,30대,중년층,Male,Smartphone,20.32,5229,3536,1693
831,832,Standard,2022-09-15,2023-07-02,Spain,EMEA,40,40대,중년층,Female,Tablet,14.67,5229,3536,1693
832,833,Basic,2022-09-17,2023-06-29,United States,UCAN,29,20대,청년층,Male,Smartphone,8.99,5818,3826,1992
833,834,Standard,2022-09-26,2023-07-03,Canada,UCAN,34,30대,청년층,Female,Smart TV,11.87,6239,4311,1928
