,User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Subscription Cost
593,594,Premium,12,22-06-06,23-06-30,Canada,38,Female,Smart TV,1 Month,15.03
594,595,Basic,10,22-06-11,23-06-28,United States,49,Male,Laptop,1 Month,8.99
595,596,Basic,14,22-06-18,23-06-28,United States,29,Female,Smart TV,1 Month,8.99
596,597,Basic,13,22-06-27,23-06-28,Canada,50,Male,Laptop,1 Month,7.91
597,598,Standard,12,22-07-05,23-06-29,United Kingdom,29,Female,Tablet,1 Month,13.2
598,599,Premium,15,22-07-06,23-06-27,Australia,44,Male,Smart TV,1 Month,16.39
599,600,Basic,14,22-06-16,23-06-29,Germany,36,Female,Smart TV,1 Month,9.03
600,601,Basic,14,22-06-05,23-06-30,France,46,Female,Smart TV,1 Month,10.16
601,602,Premium,14,22-06-05,23-06-29,Brazil,30,Male,Smartphone,1 Month,9.96
602,603,Standard,15,22-06-06,23-06-27,Mexico,46,Female,Tablet,1 Month,10.43
603,604,Standard,15,22-06-07,23-06-28,Spain,33,Male,Smartphone,1 Month,14.67
604,605,Basic,15,22-06-10,23-06-29,Italy,46,Female,Tablet,1 Month,9.03
605,606,Premium,14,22-06-13,23-06-29,Spain,50,Male,Tablet,1 Month,20.32
606,607,Standard,14,22-06-14,23-06-27,Spain,27,Female,Smart TV,1 Month,14.67
607,608,Basic,12,22-06-22,23-06-28,United States,48,Female,Smart TV,1 Month,8.99
608,609,Standard,14,22-07-03,23-06-29,Canada,50,Female,Smartphone,1 Month,11.87
609,610,Premium,13,22-07-05,23-06-29,United States,28,Female,Tablet,1 Month,17.99
610,611,Basic,15,22-07-11,23-06-28,United States,29,Female,Smartphone,1 Month,8.99
611,612,Premium,11,22-07-17,23-06-27,Canada,36,Male,Smart TV,1 Month,15.03
612,613,Standard,12,22-07-27,23-06-28,United Kingdom,51,Male,Laptop,1 Month,13.2
613,614,Basic,15,22-08-14,23-06-28,Australia,51,Male,Smartphone,1 Month,7.84
614,615,Standard,13,22-08-15,23-06-27,Germany,43,Male,Smart TV,1 Month,14.67
615,616,Premium,14,22-09-02,23-06-27,France,38,Female,Laptop,1 Month,20.32
616,617,Basic,11,22-09-05,23-06-28,Brazil,45,Female,Smartphone,1 Month,4.61
617,618,Standard,10,22-09-06,23-06-28,Mexico,28,Female,Smart TV,1 Month,10.43
618,619,Premium,11,22-09-06,23-06-29,Spain,27,Male,Smartphone,1 Month,20.32
619,620,Basic,11,22-09-05,23-06-27,Italy,41,Female,Smartphone,1 Month,9.03
620,621,Premium,14,22-09-06,23-06-29,Spain,49,Male,Smart TV,1 Month,20.32
621,622,Basic,12,22-08-29,23-06-28,Spain,35,Male,Smartphone,1 Month,9.03
622,623,Standard,13,22-08-30,23-06-28,United States,29,Female,Smart TV,1 Month,13.99
623,624,Standard,10,22-09-02,23-06-30,Canada,42,Male,Smartphone,1 Month,11.87
624,625,Basic,15,22-09-20,23-06-28,United States,33,Male,Tablet,1 Month,8.99
625,626,Premium,10,22-09-23,23-06-30,United States,30,Male,Laptop,1 Month,17.99
626,627,Basic,11,22-09-29,23-06-29,Canada,43,Female,Smart TV,1 Month,7.91
627,628,Standard,10,22-10-09,23-07-01,United Kingdom,42,Male,Smartphone,1 Month,13.2
628,629,Premium,11,22-10-12,23-06-29,Australia,39,Male,Tablet,1 Month,16.39
629,630,Basic,15,22-10-06,23-06-30,Germany,32,Female,Smart TV,1 Month,9.03
630,631,Premium,14,22-09-21,23-06-28,France,31,Male,Smartphone,1 Month,20.32
631,632,Basic,13,22-09-23,23-07-01,Brazil,39,Male,Smartphone,1 Month,4.61
632,633,Standard,12,22-09-28,23-06-29,Mexico,41,Female,Smartphone,1 Month,10.43
633,634,Standard,12,22-09-29,23-06-29,Spain,51,Female,Smart TV,1 Month,14.67
634,635,Basic,13,22-10-03,23-06-27,Italy,29,Male,Laptop,1 Month,9.03
635,636,Premium,10,22-10-28,23-07-01,Spain,33,Female,Smart TV,1 Month,20.32
636,637,Basic,12,22-11-14,23-06-29,Spain,51,Female,Tablet,1 Month,9.03
637,638,Standard,11,22-11-16,23-07-01,United States,38,Male,Tablet,1 Month,13.99
638,639,Premium,10,22-11-17,23-06-28,Canada,37,Female,Laptop,1 Month,15.03
639,640,Basic,13,22-11-20,23-06-30,United States,50,Female,Laptop,1 Month,8.99
640,641,Premium,12,22-11-21,23-06-29,United States,33,Male,Tablet,1 Month,17.99
641,642,Basic,11,22-11-19,23-07-01,Canada,27,Male,Laptop,1 Month,7.91
642,643,Standard,11,22-10-28,23-06-27,United Kingdom,50,Female,Smartphone,1 Month,13.2
643,644,Standard,15,22-10-27,23-06-29,Australia,47,Female,Laptop,1 Month,12.12
644,645,Basic,13,22-10-27,23-06-29,Germany,41,Male,Laptop,1 Month,9.03
645,646,Premium,10,22-10-27,23-06-30,France,49,Female,Laptop,1 Month,20.32
646,647,Basic,15,22-10-25,23-06-28,Brazil,32,Male,Smart TV,1 Month,4.61
647,648,Standard,10,22-10-17,23-06-28,Mexico,38,Female,Smartphone,1 Month,10.43
648,649,Premium,14,22-08-20,23-06-29,Spain,38,Female,Smartphone,1 Month,20.32
649,650,Basic,15,22-08-16,23-06-29,Italy,28,Female,Smart TV,1 Month,9.03
650,651,Premium,13,22-08-15,23-06-29,Spain,31,Male,Tablet,1 Month,20.32
651,652,Basic,14,22-08-15,23-06-29,Spain,39,Female,Smartphone,1 Month,9.03
652,653,Standard,11,22-07-29,23-06-29,United States,28,Female,Smartphone,1 Month,13.99
653,654,Standard,12,22-07-17,23-06-28,Canada,30,Female,Smartphone,1 Month,11.87
654,655,Basic,11,22-07-26,23-06-29,United States,42,Male,Tablet,1 Month,8.99
655,656,Premium,14,22-07-31,23-06-29,United States,33,Female,Laptop,1 Month,17.99
656,657,Basic,14,22-08-03,23-06-29,Canada,34,Female,Smart TV,1 Month,7.91
657,658,Standard,13,22-08-04,23-06-29,United Kingdom,49,Female,Smart TV,1 Month,13.2
658,659,Premium,13,22-08-03,23-06-29,Australia,41,Male,Laptop,1 Month,16.39
659,660,Basic,12,22-06-27,23-06-29,Germany,28,Male,Smart TV,1 Month,9.03
660,661,Premium,14,22-06-27,23-06-28,France,49,Female,Laptop,1 Month,20.32
661,662,Basic,15,22-06-15,23-06-29,Brazil,49,Male,Tablet,1 Month,4.61
662,663,Standard,11,22-06-13,23-06-29,Mexico,36,Male,Tablet,1 Month,10.43
663,664,Standard,11,22-06-12,23-06-30,Spain,31,Male,Smart TV,1 Month,14.67
664,665,Basic,10,22-06-18,23-06-28,Italy,38,Male,Smartphone,1 Month,9.03
665,666,Premium,15,22-06-26,23-06-29,Spain,34,Female,Tablet,1 Month,20.32
666,667,Basic,11,22-06-30,23-06-30,Spain,51,Female,Smartphone,1 Month,9.03
667,668,Standard,13,22-07-03,23-06-30,United States,49,Male,Smart TV,1 Month,13.99
668,669,Premium,13,22-06-19,23-06-28,Canada,27,Female,Tablet,1 Month,15.03
669,670,Basic,10,22-06-08,23-06-29,United States,38,Male,Smart TV,1 Month,8.99
670,671,Basic,10,22-06-08,23-06-30,United States,51,Male,Tablet,1 Month,8.99
671,672,Basic,14,22-06-09,23-06-30,Canada,47,Female,Tablet,1 Month,7.91
672,673,Standard,15,22-06-09,23-06-27,United Kingdom,37,Male,Smartphone,1 Month,13.2
673,674,Premium,13,22-06-10,23-06-28,Australia,37,Female,Laptop,1 Month,16.39
674,675,Basic,11,22-06-11,23-06-29,Germany,39,Female,Tablet,1 Month,9.03
675,676,Basic,11,22-06-13,23-06-29,France,31,Male,Smartphone,1 Month,10.16
676,677,Premium,13,22-06-17,23-06-28,Brazil,36,Male,Smart TV,1 Month,9.96
677,678,Standard,15,22-06-27,23-06-28,Mexico,42,Female,Smart TV,1 Month,10.43
678,679,Standard,11,22-07-05,23-06-29,Spain,49,Male,Laptop,1 Month,14.67
679,680,Basic,15,22-07-07,23-06-29,Italy,44,Female,Laptop,1 Month,9.03
680,681,Premium,11,22-07-16,23-06-28,Spain,33,Male,Laptop,1 Month,20.32
681,682,Standard,11,22-07-23,23-06-27,Spain,42,Male,Tablet,1 Month,14.67
682,683,Basic,13,22-08-03,23-06-29,United States,39,Male,Smartphone,1 Month,8.99
683,684,Standard,10,22-08-11,23-06-29,Canada,49,Male,Smartphone,1 Month,11.87
684,685,Premium,12,22-08-15,23-06-30,United States,31,Male,Smartphone,1 Month,17.99
685,686,Basic,14,22-08-18,23-06-28,United States,37,Male,Tablet,1 Month,8.99
686,687,Premium,13,22-08-26,23-06-29,Canada,30,Female,Tablet,1 Month,15.03
687,688,Standard,10,22-09-03,23-06-28,United Kingdom,42,Male,Smartphone,1 Month,13.2
688,689,Basic,15,22-09-04,23-06-29,Australia,37,Female,Smart TV,1 Month,7.84
689,690,Standard,15,22-09-05,23-06-30,Germany,36,Male,Laptop,1 Month,14.67
690,691,Premium,11,22-09-01,23-06-29,France,28,Female,Laptop,1 Month,20.32
691,692,Basic,15,22-08-31,23-06-30,Brazil,36,Male,Tablet,1 Month,4.61
692,693,Standard,14,22-09-01,23-06-29,Mexico,31,Female,Tablet,1 Month,10.43
693,694,Premium,14,22-09-17,23-07-01,Spain,46,Male,Smart TV,1 Month,20.32
694,695,Basic,13,22-09-21,23-06-28,Italy,28,Male,Laptop,1 Month,9.03
695,696,Premium,15,22-09-29,23-07-01,Spain,31,Male,Tablet,1 Month,20.32
696,697,Basic,12,22-10-06,23-06-29,Spain,43,Male,Smart TV,1 Month,9.03
697,698,Standard,10,22-10-12,23-07-02,United States,28,Male,Laptop,1 Month,13.99
698,699,Standard,13,22-10-07,23-06-30,Canada,32,Female,Smartphone,1 Month,11.87
699,700,Basic,12,22-10-04,23-06-30,United States,31,Female,Laptop,1 Month,8.99
700,701,Premium,11,22-09-24,23-06-28,United States,45,Male,Smart TV,1 Month,17.99
701,702,Basic,14,22-09-25,23-07-01,Canada,36,Male,Smartphone,1 Month,7.91
702,703,Standard,14,22-09-27,23-06-30,United Kingdom,35,Male,Laptop,1 Month,13.2
703,704,Premium,13,22-09-30,23-07-01,Australia,27,Female,Tablet,1 Month,16.39
704,705,Basic,13,22-10-04,23-06-28,Germany,32,Male,Laptop,1 Month,9.03
705,706,Premium,12,22-10-24,23-07-01,France,46,Female,Smartphone,1 Month,20.32
706,707,Basic,12,22-10-28,23-06-30,Brazil,36,Male,Smart TV,1 Month,4.61
707,708,Standard,13,22-11-02,23-07-01,Mexico,39,Male,Laptop,1 Month,10.43
708,709,Standard,12,22-11-07,23-06-28,Spain,48,Female,Smart TV,1 Month,14.67
709,710,Basic,10,22-11-10,23-06-30,Italy,48,Female,Smart TV,1 Month,9.03
710,711,Premium,14,22-11-15,23-06-29,Spain,27,Female,Laptop,1 Month,20.32
711,712,Basic,13,22-11-08,23-07-01,Spain,45,Male,Tablet,1 Month,9.03
712,713,Standard,10,22-11-01,23-06-27,United States,30,Male,Laptop,1 Month,13.99
713,714,Premium,15,22-10-30,23-06-29,Canada,29,Male,Tablet,1 Month,15.03
714,715,Basic,12,22-10-28,23-06-29,United States,43,Female,Laptop,1 Month,8.99
715,716,Premium,10,22-10-26,23-06-30,United States,43,Male,Laptop,1 Month,17.99
716,717,Basic,15,22-10-18,23-06-29,Canada,39,Female,Tablet,1 Month,7.91
717,718,Standard,14,22-09-30,23-06-30,United Kingdom,27,Male,Tablet,1 Month,13.2
718,719,Standard,10,22-09-03,23-06-29,Australia,33,Female,Tablet,1 Month,12.12
719,720,Basic,10,22-08-23,23-06-29,Germany,32,Female,Tablet,1 Month,9.03
720,721,Premium,10,22-08-16,23-06-29,France,37,Female,Tablet,1 Month,20.32
721,722,Basic,13,22-08-11,23-06-30,Brazil,45,Male,Smartphone,1 Month,4.61
722,723,Standard,10,22-08-01,23-06-30,Mexico,40,Female,Smartphone,1 Month,10.43
723,724,Premium,14,22-08-01,23-06-29,Spain,44,Male,Laptop,1 Month,20.32
724,725,Basic,12,22-08-01,23-06-29,Italy,29,Female,Tablet,1 Month,9.03
725,726,Premium,14,22-08-02,23-06-30,Spain,50,Male,Laptop,1 Month,20.32
726,727,Basic,11,22-08-04,23-06-29,Spain,32,Female,Laptop,1 Month,9.03
727,728,Standard,14,22-08-04,23-06-29,United States,39,Male,Laptop,1 Month,13.99
728,729,Standard,15,22-07-07,23-06-30,Canada,43,Female,Smartphone,1 Month,11.87
729,730,Basic,12,22-06-27,23-06-30,United States,49,Female,Smartphone,1 Month,8.99
730,731,Premium,13,22-06-19,23-06-29,United States,30,Male,Tablet,1 Month,17.99
731,732,Basic,12,22-06-19,23-06-29,Canada,47,Male,Tablet,1 Month,7.91
732,733,Standard,10,22-06-18,23-06-29,United Kingdom,51,Female,Laptop,1 Month,13.2
733,734,Premium,14,22-06-19,23-06-30,Australia,40,Male,Tablet,1 Month,16.39
734,735,Basic,14,22-06-24,23-06-28,Germany,40,Male,Laptop,1 Month,9.03
735,736,Premium,11,22-06-30,23-06-30,France,49,Male,Smartphone,1 Month,20.32
736,737,Basic,15,22-07-02,23-06-30,Brazil,43,Female,Tablet,1 Month,4.61
737,738,Standard,14,22-06-26,23-07-01,Mexico,44,Female,Smartphone,1 Month,10.43
738,739,Standard,13,22-06-21,23-06-28,Spain,27,Male,Smartphone,1 Month,14.67
739,740,Basic,14,22-06-16,23-06-29,Italy,30,Male,Tablet,1 Month,9.03
740,741,Premium,14,22-06-09,23-06-30,Spain,47,Male,Smart TV,1 Month,20.32
741,742,Basic,13,22-06-10,23-06-30,Spain,51,Male,Smartphone,1 Month,9.03
742,743,Standard,15,22-06-10,23-06-28,United States,31,Female,Laptop,1 Month,13.99
743,744,Premium,13,22-06-11,23-06-29,Canada,34,Female,Tablet,1 Month,15.03
744,745,Basic,11,22-06-12,23-06-30,United States,28,Female,Laptop,1 Month,8.99
745,746,Basic,15,22-06-15,23-06-30,United States,32,Male,Smartphone,1 Month,8.99
746,747,Basic,11,22-06-25,23-06-29,Canada,41,Male,Smart TV,1 Month,7.91
747,748,Standard,13,22-06-30,23-06-28,United Kingdom,40,Male,Smart TV,1 Month,13.2
748,749,Premium,12,22-07-06,23-06-30,Australia,46,Male,Smart TV,1 Month,16.39
749,750,Basic,13,22-07-09,23-06-29,Germany,47,Male,Smart TV,1 Month,9.03
750,751,Basic,14,22-07-18,23-06-29,France,45,Female,Laptop,1 Month,10.16
751,752,Premium,10,22-07-24,23-06-28,Brazil,28,Female,Smartphone,1 Month,9.96
752,753,Standard,12,22-07-27,23-06-30,Mexico,43,Female,Smartphone,1 Month,10.43
753,754,Standard,11,22-08-10,23-06-29,Spain,41,Male,Laptop,1 Month,14.67
754,755,Basic,13,22-08-16,23-06-30,Italy,32,Male,Tablet,1 Month,9.03
755,756,Premium,14,22-08-23,23-06-29,Spain,44,Female,Smartphone,1 Month,20.32
756,757,Standard,11,22-09-03,23-06-30,Spain,32,Male,Laptop,1 Month,14.67
757,758,Basic,12,22-09-04,23-06-29,United States,47,Male,Laptop,1 Month,8.99
758,759,Standard,14,22-09-05,23-06-29,Canada,37,Male,Smart TV,1 Month,11.87
759,760,Premium,13,22-09-04,23-07-01,United States,40,Female,Smartphone,1 Month,17.99
760,761,Basic,11,22-08-31,23-06-29,United States,48,Female,Smart TV,1 Month,8.99
761,762,Premium,10,22-09-01,23-07-02,Canada,48,Male,Laptop,1 Month,15.03
762,763,Standard,10,22-09-15,23-06-29,United Kingdom,35,Male,Laptop,1 Month,13.2
763,764,Basic,15,22-09-18,23-07-03,Australia,28,Male,Smart TV,1 Month,7.84
764,765,Standard,11,22-09-28,23-06-29,Germany,35,Female,Smart TV,1 Month,14.67
765,766,Premium,13,22-09-30,23-07-01,France,43,Male,Smartphone,1 Month,20.32
766,767,Basic,15,22-10-07,23-06-29,Brazil,39,Male,Laptop,1 Month,4.61
767,768,Standard,10,22-10-08,23-07-02,Mexico,38,Female,Laptop,1 Month,10.43
768,769,Premium,14,22-10-08,23-06-30,Spain,36,Female,Smart TV,1 Month,20.32
769,770,Basic,11,22-10-03,23-07-01,Italy,42,Female,Laptop,1 Month,9.03
770,771,Premium,14,22-10-04,23-06-28,Spain,27,Male,Tablet,1 Month,20.32
771,772,Basic,12,22-10-02,23-07-01,Spain,48,Male,Laptop,1 Month,9.03
772,773,Standard,13,22-10-01,23-06-30,United States,27,Female,Smart TV,1 Month,13.99
773,774,Standard,15,22-10-03,23-07-02,Canada,49,Male,Smartphone,1 Month,11.87
774,775,Basic,11,22-10-20,23-06-28,United States,29,Male,Tablet,1 Month,8.99
775,776,Premium,11,22-10-21,23-07-01,United States,44,Male,Laptop,1 Month,17.99
776,777,Basic,11,22-10-28,23-06-30,Canada,31,Male,Smartphone,1 Month,7.91
777,778,Standard,13,22-11-03,23-07-01,United Kingdom,33,Male,Tablet,1 Month,13.2
778,779,Premium,10,22-11-07,23-06-28,Australia,36,Female,Smart TV,1 Month,16.39
779,780,Basic,15,22-11-12,23-06-30,Germany,43,Female,Laptop,1 Month,9.03
780,781,Premium,14,22-11-13,23-06-29,France,30,Female,Smartphone,1 Month,20.32
781,782,Basic,13,22-11-02,23-07-01,Brazil,44,Female,Laptop,1 Month,4.61
782,783,Standard,13,22-11-01,23-06-29,Mexico,37,Female,Laptop,1 Month,10.43
783,784,Standard,14,22-10-31,23-06-30,Spain,27,Male,Laptop,1 Month,14.67
784,785,Basic,12,22-10-28,23-06-29,Italy,35,Female,Laptop,1 Month,9.03
785,786,Premium,13,22-10-24,23-06-30,Spain,32,Male,Smart TV,1 Month,20.32
786,787,Basic,12,22-10-03,23-06-29,Spain,49,Female,Laptop,1 Month,9.03
787,788,Standard,12,22-09-13,23-06-30,United States,45,Female,Tablet,1 Month,13.99
788,789,Premium,11,22-09-02,23-06-30,Canada,33,Female,Smartphone,1 Month,15.03
789,790,Basic,14,22-08-30,23-06-30,United States,37,Female,Smartphone,1 Month,8.99
790,791,Premium,15,22-08-25,23-06-30,United States,29,Male,Smartphone,1 Month,17.99
791,792,Basic,12,22-08-11,23-06-30,Canada,45,Male,Smart TV,1 Month,7.91
792,793,Standard,11,22-08-05,23-06-30,United Kingdom,42,Female,Smartphone,1 Month,13.2
793,794,Standard,12,22-08-02,23-06-30,Australia,32,Female,Smart TV,1 Month,12.12
794,795,Basic,11,22-08-03,23-07-01,Germany,47,Male,Smartphone,1 Month,9.03
795,796,Premium,12,22-08-04,23-07-01,France,27,Male,Smart TV,1 Month,20.32
796,797,Basic,10,22-08-05,23-06-30,Brazil,35,Male,Tablet,1 Month,4.61
797,798,Standard,15,22-07-12,23-06-30,Mexico,35,Male,Laptop,1 Month,10.43
798,799,Premium,10,22-07-02,23-06-30,Spain,48,Male,Tablet,1 Month,20.32
799,800,Basic,12,22-06-26,23-06-30,Italy,36,Male,Smartphone,1 Month,9.03
800,801,Premium,10,22-06-22,23-06-29,Spain,46,Male,Smartphone,1 Month,20.32
801,802,Basic,13,22-06-22,23-06-30,Spain,33,Female,Smartphone,1 Month,9.03
802,803,Standard,14,22-06-19,23-07-01,United States,43,Male,Smart TV,1 Month,13.99
803,804,Standard,14,22-06-22,23-07-02,Canada,47,Female,Smartphone,1 Month,11.87
804,805,Basic,15,22-06-27,23-06-28,United States,39,Female,Laptop,1 Month,8.99
805,806,Premium,15,22-07-01,23-06-30,United States,30,Female,Laptop,1 Month,17.99
806,807,Basic,11,22-06-28,23-06-30,Canada,46,Male,Tablet,1 Month,7.91
807,808,Standard,13,22-06-25,23-07-01,United Kingdom,39,Male,Smart TV,1 Month,13.2
808,809,Premium,10,22-06-22,23-06-28,Australia,28,Male,Smartphone,1 Month,16.39
809,810,Basic,13,22-06-09,23-06-29,Germany,38,Male,Smartphone,1 Month,9.03
810,811,Premium,13,22-06-10,23-06-30,France,36,Male,Laptop,1 Month,20.32
811,812,Basic,15,22-06-11,23-07-01,Brazil,33,Male,Laptop,1 Month,4.61
812,813,Standard,10,22-06-11,23-06-28,Mexico,50,Male,Smartphone,1 Month,10.43
813,814,Standard,10,22-06-12,23-06-29,Spain,38,Male,Smartphone,1 Month,14.67
814,815,Basic,15,22-06-13,23-06-30,Italy,29,Male,Smartphone,1 Month,9.03
815,816,Premium,15,22-06-18,23-06-30,Spain,47,Female,Smart TV,1 Month,20.32
816,817,Basic,15,22-06-29,23-06-30,Spain,31,Female,Tablet,1 Month,9.03
817,818,Standard,13,22-06-30,23-06-28,United States,40,Male,Tablet,1 Month,13.99
818,819,Premium,14,22-07-01,23-07-01,Canada,50,Male,Laptop,1 Month,15.03
819,820,Basic,11,22-07-07,23-06-30,United States,43,Female,Tablet,1 Month,8.99
820,821,Basic,12,22-07-13,23-06-29,United States,35,Female,Laptop,1 Month,8.99
821,822,Basic,11,22-07-24,23-06-29,Canada,36,Male,Laptop,1 Month,7.91
822,823,Standard,15,22-07-29,23-06-30,United Kingdom,30,Male,Smartphone,1 Month,13.2
823,824,Premium,13,22-07-31,23-06-30,Australia,47,Female,Smartphone,1 Month,16.39
824,825,Basic,12,22-08-09,23-06-30,Germany,30,Female,Laptop,1 Month,9.03
825,826,Basic,11,22-08-18,23-07-01,France,37,Male,Smart TV,1 Month,10.16
826,827,Premium,15,22-08-20,23-06-30,Brazil,34,Male,Smartphone,1 Month,9.96
827,828,Standard,15,22-08-30,23-06-30,Mexico,33,Female,Smart TV,1 Month,10.43
828,829,Standard,10,22-09-01,23-06-29,Spain,31,Male,Tablet,1 Month,14.67
829,830,Basic,13,22-09-02,23-07-03,Italy,30,Female,Smartphone,1 Month,9.03
830,831,Premium,10,22-09-02,23-06-29,Spain,35,Male,Smartphone,1 Month,20.32
831,832,Standard,14,22-09-15,23-07-02,Spain,40,Female,Tablet,1 Month,14.67
832,833,Basic,13,22-09-17,23-06-29,United States,29,Male,Smartphone,1 Month,8.99
833,834,Standard,14,22-09-26,23-07-03,Canada,34,Female,Smart TV,1 Month,11.87
834,835,Premium,12,22-09-27,23-06-29,United States,31,Male,Laptop,1 Month,17.99
835,836,Basic,15,22-10-04,23-07-01,United States,28,Male,Laptop,1 Month,8.99
836,837,Premium,12,22-10-06,23-06-29,Canada,46,Female,Smart TV,1 Month,15.03
837,838,Standard,11,22-10-07,23-07-02,United Kingdom,38,Male,Smartphone,1 Month,13.2
838,839,Basic,13,22-10-06,23-06-30,Australia,35,Female,Laptop,1 Month,7.84
839,840,Standard,15,22-10-07,23-07-03,Germany,49,Male,Smartphone,1 Month,14.67
840,841,Premium,13,22-10-06,23-06-29,France,42,Male,Smartphone,1 Month,20.32
841,842,Basic,14,22-10-06,23-07-02,Brazil,37,Female,Laptop,1 Month,4.61
842,843,Standard,13,22-10-04,23-07-01,Mexico,39,Female,Smartphone,1 Month,10.43
843,844,Premium,10,22-10-14,23-07-02,Spain,47,Female,Smart TV,1 Month,20.32
844,845,Basic,12,22-10-19,23-06-29,Italy,49,Male,Smartphone,1 Month,9.03
845,846,Premium,12,22-10-21,23-07-01,Spain,35,Male,Laptop,1 Month,20.32
846,847,Basic,11,22-10-28,23-06-30,Spain,36,Female,Smart TV,1 Month,9.03
847,848,Standard,11,22-11-01,23-07-02,United States,40,Male,Tablet,1 Month,13.99
848,849,Standard,10,22-11-12,23-06-29,Canada,30,Female,Smart TV,1 Month,11.87
849,850,Basic,13,22-11-13,23-06-30,United States,51,Female,Smart TV,1 Month,8.99
850,851,Premium,15,22-11-09,23-06-30,United States,47,Male,Laptop,1 Month,17.99
851,852,Basic,12,22-11-08,23-07-01,Canada,47,Female,Laptop,1 Month,7.91
852,853,Standard,14,22-11-06,23-06-30,United Kingdom,39,Male,Tablet,1 Month,13.2
853,854,Premium,10,22-11-07,23-06-30,Australia,49,Male,Smart TV,1 Month,16.39
854,855,Basic,12,22-11-02,23-07-01,Germany,33,Male,Laptop,1 Month,9.03
855,856,Premium,10,22-10-06,23-06-30,France,32,Female,Smart TV,1 Month,20.32
856,857,Basic,15,22-09-16,23-06-30,Brazil,40,Male,Smartphone,1 Month,4.61
857,858,Standard,14,22-09-10,23-06-30,Mexico,40,Female,Laptop,1 Month,10.43
858,859,Standard,12,22-09-04,23-06-30,Spain,51,Female,Tablet,1 Month,14.67
859,860,Basic,13,22-08-26,23-07-01,Italy,50,Male,Smart TV,1 Month,9.03
860,861,Premium,14,22-08-14,23-07-01,Spain,50,Female,Smart TV,1 Month,20.32
861,862,Basic,14,22-08-12,23-07-01,Spain,47,Male,Smartphone,1 Month,9.03
862,863,Standard,12,22-08-10,23-06-30,United States,35,Male,Laptop,1 Month,13.99
863,864,Premium,11,22-08-10,23-07-01,Canada,31,Male,Tablet,1 Month,15.03
864,865,Basic,15,22-08-04,23-07-01,United States,36,Male,Smartphone,1 Month,8.99
865,866,Premium,10,22-08-05,23-07-01,United States,41,Female,Smart TV,1 Month,17.99
866,867,Basic,13,22-07-17,23-06-30,Canada,49,Female,Tablet,1 Month,7.91
867,868,Standard,12,22-07-16,23-07-01,United Kingdom,34,Female,Tablet,1 Month,13.2
868,869,Standard,15,22-07-13,23-07-01,Australia,30,Female,Tablet,1 Month,12.12
869,870,Basic,13,22-07-03,23-07-02,Germany,38,Male,Laptop,1 Month,9.03
870,871,Premium,11,22-06-24,23-06-29,France,45,Male,Tablet,1 Month,20.32
871,872,Basic,14,22-06-21,23-07-01,Brazil,42,Female,Laptop,1 Month,4.61
872,873,Standard,10,22-06-22,23-07-01,Mexico,42,Female,Smart TV,1 Month,10.43
873,874,Premium,10,22-06-23,23-07-02,Spain,31,Male,Smart TV,1 Month,20.32
874,875,Basic,14,22-06-26,23-06-29,Italy,28,Male,Smart TV,1 Month,9.03
875,876,Premium,11,22-06-27,23-06-30,Spain,44,Male,Tablet,1 Month,20.32
876,877,Basic,13,22-06-28,23-07-01,Spain,30,Male,Smart TV,1 Month,9.03
877,878,Standard,13,22-06-28,23-07-02,United States,33,Male,Smartphone,1 Month,13.99
878,879,Standard,12,22-06-18,23-06-29,Canada,42,Female,Tablet,1 Month,11.87
879,880,Basic,11,22-06-11,23-06-30,United States,31,Male,Smart TV,1 Month,8.99
880,881,Premium,11,22-06-11,23-07-01,United States,31,Female,Smartphone,1 Month,17.99
881,882,Basic,13,22-06-12,23-07-01,Canada,46,Female,Smart TV,1 Month,7.91
882,883,Standard,15,22-06-13,23-06-29,United Kingdom,28,Female,Tablet,1 Month,13.2
883,884,Premium,11,22-06-13,23-06-29,Australia,50,Male,Tablet,1 Month,16.39
884,885,Basic,11,22-06-18,23-07-02,Germany,34,Male,Tablet,1 Month,9.03
885,886,Premium,15,22-06-23,23-06-30,France,45,Female,Smart TV,1 Month,20.32
886,887,Basic,12,22-06-26,23-06-30,Brazil,38,Female,Laptop,1 Month,4.61
887,888,Standard,13,22-06-29,23-06-29,Mexico,42,Female,Laptop,1 Month,10.43
888,889,Standard,10,22-07-02,23-07-01,Spain,45,Female,Smartphone,1 Month,14.67
889,890,Basic,10,22-07-06,23-06-30,Italy,44,Male,Smart TV,1 Month,9.03
890,891,Premium,14,22-07-18,23-06-30,Spain,50,Female,Smart TV,1 Month,20.32
891,892,Basic,15,22-07-29,23-06-30,Spain,38,Male,Tablet,1 Month,9.03
892,893,Standard,13,22-07-30,23-07-01,United States,42,Female,Smart TV,1 Month,13.99
893,894,Premium,13,22-08-03,23-07-01,Canada,50,Male,Smart TV,1 Month,15.03
894,895,Basic,10,22-08-15,23-06-30,United States,30,Male,Smartphone,1 Month,8.99
895,896,Basic,10,22-08-20,23-07-01,United States,47,Female,Smartphone,1 Month,8.99
896,897,Basic,14,22-08-21,23-06-30,Canada,32,Female,Laptop,1 Month,7.91
897,898,Standard,11,22-08-30,23-07-02,United Kingdom,31,Female,Tablet,1 Month,13.2
898,899,Premium,15,22-09-01,23-06-29,Australia,37,Male,Laptop,1 Month,16.39
